distanciaNumero,distanciaDescripcion,banderaId,lat,lng,sucursalNombre,id,sucursalTipo,provincia,direccion,banderaDescripcion,localidad,comercioRazonSocial,comercioId,sucursalId
382.4899,382.49 kilómetros,1,-34.681167,-58.703222,5376 - MERLO,15-1-5376,Autoservicio,AR-B,Elviara Sullivan 1498,Supermercados DIA,BUENOS AIRES,DIA Argentina S.A,15,5376
382.492,382.49 kilómetros,1,-34.627766,-58.4338966,36 - BOEDO,15-1-36,Autoservicio,AR-C,Cl Jose Maria Moreno 779,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,36
382.4971,382.50 kilómetros,3,-34.619056,-58.381498,Lima 945,10-3-585,Autoservicio,AR-C,Lima 945,Express,Ciudad Autónoma de Buenos Aires,INC S.A.,10,585
382.4988,382.50 kilómetros,3,-34.629168,-58.442438,Directorio 1063,10-3-362,Autoservicio,AR-C,Av. Directorio 1063,Express,Ciudad Autónoma de Buenos Aires,INC S.A.,10,362
382.5031,382.50 kilómetros,2,-34.62471,-58.4164,Boedo [Boedo 955],24-2-53,Supermercado,AR-C,Boedo 955,FARMACITY,Capital Federal,Farmacity S.A.,24,53
382.5079,382.51 kilómetros,1,-34.621764,-58.39885,733 - SAN CRISTÓBAL,15-1-733,Autoservicio,AR-C,Humberto Primo 2345 None,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,733
382.5084,382.51 kilómetros,3,-34.641982,-58.514266,Larrazábal 265,10-3-658,Autoservicio,AR-C,Av. Larrazábal 265,Express,Ciudad Autónoma de Buenos Aires,INC S.A.,10,658
382.5137,382.51 kilómetros,1,-34.6325699,-58.4627288,381 - FLORES,15-1-381,Autoservicio,AR-C,Pedernera 282 (Flores) None,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,381
382.5312,382.53 kilómetros,1,-34.618786,-58.381768,673 - CAPITAL FEDERAL,15-1-673,Autoservicio,AR-C,Lima 913,Supermercados DIA,CAPITAL FEDERAL,DIA Argentina S.A,15,673
382.5403,382.54 kilómetros,2,-34.617218,-58.372441,San Telmo,10-2-385,Supermercado,AR-C,Av. Independencia 456,Market,Ciudad Autónoma de Buenos Aires,INC S.A.,10,385
