distanciaNumero,distanciaDescripcion,banderaId,lat,lng,sucursalNombre,id,sucursalTipo,provincia,direccion,banderaDescripcion,localidad,comercioRazonSocial,comercioId,sucursalId
534.0426,534.04 kilómetros,1,-29.4295,-66.8541,La Rioja.,9-1-708,Supermercado,AR-F,Laprida Y Artigas 6811,Vea,LA RIOJA,Jumbo Retail Argentina S.A.,9,708
534.1106,534.11 kilómetros,2,-29.428056,-66.862434,La Rioja,11-2-1007,Hipermercado,AR-F,Ortiz De Ocampo 1127,Changomas,LA RIOJA,Wal Mart Argentina S.R.L.,11,1007
534.3012,534.30 kilómetros,1,-29.431887,-66.854255,EASY LA RIOJA,3001-1-154,Supermercado,AR-F,Artigas Y Avenida Laprida 0,EASY,LA RIOJA,EASY S.A.,3001,154
545.425,545.42 kilómetros,2,-26.791271,-60.452743,Roque Saenz Peña,11-2-1098,Hipermercado,AR-H,Avenida J. M. De Rosas 1298,Changomas,PRESIDENCIA ROQUE SAENZ PEÑA,Wal Mart Argentina S.R.L.,11,1098
546.3853,546.39 kilómetros,1,-26.7853,-60.4395,BAZAR AVENIDA SA - Roque Saenz Pena,2008-1-633,Tradicional,AR-H,San Martin 802,MEGATONE,Presidencia Roque Saenz Pena,BAZAR AVENIDA S.A.,2008,633
546.3854,546.39 kilómetros,1,-26.785793,-60.439729,CHA - Pcia R S Peña - Av S Martin,2009-1-4,Supermercado,AR-H,Av. San Martin 742,CETROGAR,Saenz Pena,CETROGAR  S.A,2009,4
546.3885,546.39 kilómetros,1,-26.790096,-60.441713,Saenz Peña,2000-1-5,Tienda Fisica,AR-H,San Martin 302,MUSIMUNDO,SAENZ PEÑA,CARSA SA,2000,5
546.3899,546.39 kilómetros,2,-26.79274,-60.44294,CHASAENZPEÑA [Av. San Martín 131/135],24-2-156,Supermercado,AR-H,Av. San Martín 131/ 135,FARMACITY,PRESIDENCIA ROQUE SAENZ PEÑA,Farmacity S.A.,24,156
562.6988,562.70 kilómetros,1,-27.573713,-60.713947,CHA - Villa Angela - 25 de Mayo ,2009-1-10,Supermercado,AR-H,25 De Mayo 535,CETROGAR,Villa Angela,CETROGAR  S.A,2009,10
563.0886,563.09 kilómetros,1,-27.577480,-60.711960,Villa Angela,2000-1-7,Tienda Fisica,AR-H,25 De Mayo 190,MUSIMUNDO,VILLA ANGELA,CARSA SA,2000,7
570.6657,570.67 kilómetros,1,-26.872157,-60.216272,Quitilipi,2000-1-323,Tienda Fisica,AR-H,Tucuman 485,MUSIMUNDO,QUITILIPI,CARSA SA,2000,323
570.6955,570.70 kilómetros,1,-26.870927,-60.215374,CHA - Quitilipi - Av 25 de Mayo,2009-1-3,Supermercado,AR-H,Av. 25 De Mayo 479,CETROGAR,Quitilipi,CETROGAR  S.A,2009,3
588.5746,588.57 kilómetros,1,-26.925764,-60.046708,CHA - Machagai - A Galizzi ,2009-1-112,Supermercado,AR-H,Antonio Garlizzi 187,CETROGAR,Machagai,CETROGAR  S.A,2009,112
588.6811,588.68 kilómetros,1,-26.927444,-60.046330,Machagaí,2000-1-303,Tienda Fisica,AR-H,Av. Cordoba 37,MUSIMUNDO,MACHAGAI,CARSA SA,2000,303
611.4136,611.41 kilómetros,1,-29.233090,-61.771414,SNF - Tostado - 12 de Octubre ,2009-1-57,Supermercado,AR-S,12 De Octubre 1457,CETROGAR,Tostado,CETROGAR  S.A,2009,57
611.5272,611.53 kilómetros,1,-29.2337,-61.7704,BAZAR AVENIDA SA - Tostado,2008-1-13,Tradicional,AR-S,Av. Rivadavia 1263,MEGATONE,Tostado,BAZAR AVENIDA S.A.,2008,13
611.7092,611.71 kilómetros,1,-29.23668,-61.771788,SAFE-TOSTADO-RIVAD-MU,2011-1-195,Autoservicio,AR-S,Avda Bernardino Rivadavia 1255,Musimundo,TOSTADO,Electronica Megatone S.A,2011,195
623.6777,623.68 kilómetros,1,-30.3566,-66.3121,BAZAR AVENIDA SA - Chamical,2008-1-358,Tradicional,AR-F,Joaquin V. Gonzalez 202,MEGATONE,Chamical,BAZAR AVENIDA S.A.,2008,358
631.1035,631.10 kilómetros,1,-26.305358,-59.371595,El Colorado,2000-1-387,Tienda Fisica,AR-P,San Martin 100,MUSIMUNDO,EL COLORADO,CARSA SA,2000,387
633.664,633.66 kilómetros,1,-30.42509,-64.35318,CDBA-DEAN FUNES-ITALIA-MU,2011-1-219,Autoservicio,AR-X,Italia 26,Musimundo,DEAN FUNES,Electronica Megatone S.A,2011,219
640.7287,640.73 kilómetros,1,-26.537276,-59.342110,CHA - General San Martin - 9 de Julio,2009-1-74,Supermercado,AR-H,9 De Julio 501,CETROGAR,Gral. San Martin,CETROGAR  S.A,2009,74
640.9175,640.92 kilómetros,1,-26.534758,-59.339332,General San Martin,2000-1-280,Tienda Fisica,AR-H,9 De Julio 502,MUSIMUNDO,GRAL.SAN MARTIN,CARSA SA,2000,280
645.0289,645.03 kilómetros,1,-25.732429,-59.107043,Pirané,2000-1-308,Tienda Fisica,AR-P,9 De Julio 591,MUSIMUNDO,PIRANE,CARSA SA,2000,308
660.927,660.93 kilómetros,1,-30.724778,-64.80168,Sucursal 6,8-1-6,Hipermercado,AR-X,Av. Mitre  Esquina José Hernández 0,Mariano Max,CRUZ DEL EJE,Mariano S.A.,8,6
660.9339,660.93 kilómetros,1,-29.87736,-61.940098,SAFE-CERES-AV MAYO-MU,2011-1-194,Autoservicio,AR-S,Avda De Mayo 626,Musimundo,CERES,Electronica Megatone S.A,2011,194
660.9512,660.95 kilómetros,2,-30.7249,-64.8005,Cruz del Eje.,9-2-842,Supermercado,AR-X,"Rivadavia, Esquina Alvear 293",Disco,CRUZ DEL EJE,Jumbo Retail Argentina S.A.,9,842
661.0002,661.00 kilómetros,1,-30.725576,-64.803332,CDBA-CRUZ DEL EJE-ALVEAR-MU,2011-1-227,Autoservicio,AR-X,Marcelo T De Alvear 74,Musimundo,CRUZ DEL EJE,Electronica Megatone S.A,2011,227
661.0321,661.03 kilómetros,1,-29.8828,-61.9481,BAZAR AVENIDA SA - Ceres,2008-1-14,Tradicional,AR-S,Av. De Mayo 565,MEGATONE,Ceres,BAZAR AVENIDA S.A.,2008,14
661.2517,661.25 kilómetros,1,-30.727658,-64.800934,CDB - Cruz del Eje - San Martin ,2009-1-51,Supermercado,AR-X,San Marti­N 51,CETROGAR,Cruz del Eje,CETROGAR  S.A,2009,51
688.4506,688.45 kilómetros,1,-30.240227,-68.746882,SJUA-JACHAL-ECHEGARAY-MU,2011-1-225,Autoservicio,AR-J,Echegaray 456,Musimundo,JACHAL,Electronica Megatone S.A,2011,225
698.2588,698.26 kilómetros,1,-30.976321,-64.095755,CDB - Jesus Maria - Castulo Peña ,2009-1-55,Supermercado,AR-X,Castulo Pena 456,CETROGAR,Jesus Maria,CETROGAR  S.A,2009,55
698.4108,698.41 kilómetros,1,-30.977964,-64.097221,CDBA-JESUS MARIA-COLON-MU,2011-1-279,Supermercado,AR-X,Colon 32,Musimundo,JESUS MARIA,Electronica Megatone S.A,2011,279
698.5697,698.57 kilómetros,1,-30.977255,-64.084407,Sucursal 9,8-1-9,Hipermercado,AR-X,Ruta Nac. Nº 9 Esquina Calle Corrientes 0,Mariano Max,jesus maria,Mariano S.A.,8,9
698.5833,698.58 kilómetros,1,-30.978745,-64.092456,Sucursal 4,8-1-4,Supermercado,AR-X,Italia 363,Mariano Max,jesus maria,Mariano S.A.,8,4
698.6983,698.70 kilómetros,2,-30.9804,-64.0960,Jesús María.,9-2-456,Supermercado,AR-X,Olmos Ing 33,Disco,JESUS MARIA,Jumbo Retail Argentina S.A.,9,456
698.8127,698.81 kilómetros,1,-30.9814,-64.0957,BAZAR AVENIDA SA - Jesus Maria,2008-1-27,Tradicional,AR-X,Tucuman 400,MEGATONE,Jesus Maria,BAZAR AVENIDA S.A.,2008,27
702.491,702.49 kilómetros,1,-27.417031,-59.037020,Fontana,2000-1-838,Tienda Fisica,AR-H,"Jujuy - Loc.11,12,13 - 4800",MUSIMUNDO,FONTANA,CARSA SA,2000,838
704.6115,704.61 kilómetros,1,-31.0901,-64.4873,BAZAR AVENIDA SA - La Falda,2008-1-28,Tradicional,AR-X,Av. España 212,MEGATONE,La Falda,BAZAR AVENIDA S.A.,2008,28
