distanciaNumero,distanciaDescripcion,banderaId,lat,lng,sucursalNombre,id,sucursalTipo,provincia,direccion,banderaDescripcion,localidad,comercioRazonSocial,comercioId,sucursalId
524.4656,524.47 kilómetros,1,-27.412649,-58.968498,EASY RESISTENCIA,3001-1-168,Supermercado,AR-H,Ruta Nacional 16 Y Avenida Sabin 0,EASY,CHACO,EASY S.A.,3001,168
524.6059,524.61 kilómetros,1,-27.431051,-58.965000,CHA - Resistencia - SH Av Sarmiento ,2009-1-83,Supermercado,AR-H,Av. Sarmiento 2400,CETROGAR,Resistencia,CETROGAR  S.A,2009,83
526.3625,526.36 kilómetros,1,-27.482914,-58.941780,CHA - Barranqueras - Diag Eva Peron ,2009-1-14,Supermercado,AR-H,Diagonal Eva Peron 570,CETROGAR,Barranqueras,CETROGAR  S.A,2009,14
526.7365,526.74 kilómetros,1,-27.482772,-58.938003,Barranqueras,2000-1-138,Tienda Fisica,AR-H,Don Orione 701,MUSIMUNDO,BARRANQUERAS,CARSA SA,2000,138
531.4421,531.44 kilómetros,1,-27.44068,-58.89462,ACA BARRANQUERAS,19-1-01317,Autoservicio,AR-H,Ruta Nacional 16 Km 6 (Asc) 0,FULL,ANTEQUERAS,Operadora de Estaciones de Servicios S.A.,19,01317
535.2474,535.25 kilómetros,1,-31.75922,-61.100751,SAFE-SAN CARLOS CENTRO-SM-MU,2011-1-32,Autoservicio,AR-S,San Martin 750,Musimundo,SAN CARLOS CENTRO,Electronica Megatone S.A,2011,32
536.8382,536.84 kilómetros,1,-27.4675520,-58.8371154,Corrientes 2,2002-1-123,Tradicional,AR-W,Junin 1178,Fravega,Corrientes,FRAVEGA S A C I E I,2002,123
536.9378,536.94 kilómetros,1,-27.467489,-58.836112,Corrientes 1 - Junin,2000-1-2,Tienda Fisica,AR-W,Junin 1143,MUSIMUNDO,CORRIENTES,CARSA SA,2000,2
537.0829,537.08 kilómetros,1,-27.4679,-58.8346,BAZAR AVENIDA SA - Corrientes,2008-1-442,Tradicional,AR-W,Junin 1284,MEGATONE,Corrientes,BAZAR AVENIDA S.A.,2008,442
537.1023,537.10 kilómetros,1,-27.467515,-58.834442,CRR - Corrientes - Cordoba ,2009-1-25,Supermercado,AR-W,Cordoba 873,CETROGAR,Corrientes,CETROGAR  S.A,2009,25
